"sk_waktu","tanggal","tahun","semester","bulan","nama_bulan"
20210328,2021-03-28 00:00:00.000,2021,Genap,3,March
20210329,2021-03-29 00:00:00.000,2021,Genap,3,March
20210330,2021-03-30 00:00:00.000,2021,Genap,3,March
20210331,2021-03-31 00:00:00.000,2021,Genap,3,March
20210401,2021-04-01 00:00:00.000,2021,Genap,4,April
20210402,2021-04-02 00:00:00.000,2021,Genap,4,April
20210403,2021-04-03 00:00:00.000,2021,Genap,4,April
20210404,2021-04-04 00:00:00.000,2021,Genap,4,April
20210405,2021-04-05 00:00:00.000,2021,Genap,4,April
20210406,2021-04-06 00:00:00.000,2021,Genap,4,April
20210407,2021-04-07 00:00:00.000,2021,Genap,4,April
20210408,2021-04-08 00:00:00.000,2021,Genap,4,April
20210409,2021-04-09 00:00:00.000,2021,Genap,4,April
20210410,2021-04-10 00:00:00.000,2021,Genap,4,April
20210411,2021-04-11 00:00:00.000,2021,Genap,4,April
20210412,2021-04-12 00:00:00.000,2021,Genap,4,April
20210413,2021-04-13 00:00:00.000,2021,Genap,4,April
20210414,2021-04-14 00:00:00.000,2021,Genap,4,April
20210415,2021-04-15 00:00:00.000,2021,Genap,4,April
20210416,2021-04-16 00:00:00.000,2021,Genap,4,April
20210417,2021-04-17 00:00:00.000,2021,Genap,4,April
20210418,2021-04-18 00:00:00.000,2021,Genap,4,April
20210419,2021-04-19 00:00:00.000,2021,Genap,4,April
20210420,2021-04-20 00:00:00.000,2021,Genap,4,April
20210421,2021-04-21 00:00:00.000,2021,Genap,4,April
20210422,2021-04-22 00:00:00.000,2021,Genap,4,April
20210423,2021-04-23 00:00:00.000,2021,Genap,4,April
20210424,2021-04-24 00:00:00.000,2021,Genap,4,April
20210425,2021-04-25 00:00:00.000,2021,Genap,4,April
20210426,2021-04-26 00:00:00.000,2021,Genap,4,April
20210427,2021-04-27 00:00:00.000,2021,Genap,4,April
20210428,2021-04-28 00:00:00.000,2021,Genap,4,April
20210429,2021-04-29 00:00:00.000,2021,Genap,4,April
20210430,2021-04-30 00:00:00.000,2021,Genap,4,April
20210501,2021-05-01 00:00:00.000,2021,Genap,5,May
20210502,2021-05-02 00:00:00.000,2021,Genap,5,May
20210503,2021-05-03 00:00:00.000,2021,Genap,5,May
20210504,2021-05-04 00:00:00.000,2021,Genap,5,May
20210505,2021-05-05 00:00:00.000,2021,Genap,5,May
20210506,2021-05-06 00:00:00.000,2021,Genap,5,May
20210507,2021-05-07 00:00:00.000,2021,Genap,5,May
20210508,2021-05-08 00:00:00.000,2021,Genap,5,May
20210509,2021-05-09 00:00:00.000,2021,Genap,5,May
20210510,2021-05-10 00:00:00.000,2021,Genap,5,May
20210511,2021-05-11 00:00:00.000,2021,Genap,5,May
20210512,2021-05-12 00:00:00.000,2021,Genap,5,May
20210513,2021-05-13 00:00:00.000,2021,Genap,5,May
20210514,2021-05-14 00:00:00.000,2021,Genap,5,May
20210515,2021-05-15 00:00:00.000,2021,Genap,5,May
20210516,2021-05-16 00:00:00.000,2021,Genap,5,May
20210517,2021-05-17 00:00:00.000,2021,Genap,5,May
20210518,2021-05-18 00:00:00.000,2021,Genap,5,May
20210519,2021-05-19 00:00:00.000,2021,Genap,5,May
20210520,2021-05-20 00:00:00.000,2021,Genap,5,May
20210521,2021-05-21 00:00:00.000,2021,Genap,5,May
20210522,2021-05-22 00:00:00.000,2021,Genap,5,May
20210523,2021-05-23 00:00:00.000,2021,Genap,5,May
20210524,2021-05-24 00:00:00.000,2021,Genap,5,May
20210525,2021-05-25 00:00:00.000,2021,Genap,5,May
20210526,2021-05-26 00:00:00.000,2021,Genap,5,May
20210527,2021-05-27 00:00:00.000,2021,Genap,5,May
20210528,2021-05-28 00:00:00.000,2021,Genap,5,May
20210529,2021-05-29 00:00:00.000,2021,Genap,5,May
20210530,2021-05-30 00:00:00.000,2021,Genap,5,May
20210531,2021-05-31 00:00:00.000,2021,Genap,5,May
20210601,2021-06-01 00:00:00.000,2021,Genap,6,June
20210602,2021-06-02 00:00:00.000,2021,Genap,6,June
20210603,2021-06-03 00:00:00.000,2021,Genap,6,June
20210604,2021-06-04 00:00:00.000,2021,Genap,6,June
20210605,2021-06-05 00:00:00.000,2021,Genap,6,June
20210606,2021-06-06 00:00:00.000,2021,Genap,6,June
20210607,2021-06-07 00:00:00.000,2021,Genap,6,June
20210608,2021-06-08 00:00:00.000,2021,Genap,6,June
20210609,2021-06-09 00:00:00.000,2021,Genap,6,June
20210610,2021-06-10 00:00:00.000,2021,Genap,6,June
20210611,2021-06-11 00:00:00.000,2021,Genap,6,June
20210612,2021-06-12 00:00:00.000,2021,Genap,6,June
20210613,2021-06-13 00:00:00.000,2021,Genap,6,June
20210614,2021-06-14 00:00:00.000,2021,Genap,6,June
20210615,2021-06-15 00:00:00.000,2021,Genap,6,June
20210616,2021-06-16 00:00:00.000,2021,Genap,6,June
20210617,2021-06-17 00:00:00.000,2021,Genap,6,June
20210618,2021-06-18 00:00:00.000,2021,Genap,6,June
20210619,2021-06-19 00:00:00.000,2021,Genap,6,June
20210620,2021-06-20 00:00:00.000,2021,Genap,6,June
20210621,2021-06-21 00:00:00.000,2021,Genap,6,June
20210622,2021-06-22 00:00:00.000,2021,Genap,6,June
20210623,2021-06-23 00:00:00.000,2021,Genap,6,June
20210624,2021-06-24 00:00:00.000,2021,Genap,6,June
20210625,2021-06-25 00:00:00.000,2021,Genap,6,June
20210626,2021-06-26 00:00:00.000,2021,Genap,6,June
20210627,2021-06-27 00:00:00.000,2021,Genap,6,June
20210628,2021-06-28 00:00:00.000,2021,Genap,6,June
20210629,2021-06-29 00:00:00.000,2021,Genap,6,June
20210630,2021-06-30 00:00:00.000,2021,Genap,6,June
20210701,2021-07-01 00:00:00.000,2021,Ganjil,7,July
20210702,2021-07-02 00:00:00.000,2021,Ganjil,7,July
20210703,2021-07-03 00:00:00.000,2021,Ganjil,7,July
20210704,2021-07-04 00:00:00.000,2021,Ganjil,7,July
20210705,2021-07-05 00:00:00.000,2021,Ganjil,7,July
20210706,2021-07-06 00:00:00.000,2021,Ganjil,7,July
20210707,2021-07-07 00:00:00.000,2021,Ganjil,7,July
20210708,2021-07-08 00:00:00.000,2021,Ganjil,7,July
20210709,2021-07-09 00:00:00.000,2021,Ganjil,7,July
20210710,2021-07-10 00:00:00.000,2021,Ganjil,7,July
20210711,2021-07-11 00:00:00.000,2021,Ganjil,7,July
20210712,2021-07-12 00:00:00.000,2021,Ganjil,7,July
20210713,2021-07-13 00:00:00.000,2021,Ganjil,7,July
20210714,2021-07-14 00:00:00.000,2021,Ganjil,7,July
20210715,2021-07-15 00:00:00.000,2021,Ganjil,7,July
20210716,2021-07-16 00:00:00.000,2021,Ganjil,7,July
20210717,2021-07-17 00:00:00.000,2021,Ganjil,7,July
20210718,2021-07-18 00:00:00.000,2021,Ganjil,7,July
20210719,2021-07-19 00:00:00.000,2021,Ganjil,7,July
20210720,2021-07-20 00:00:00.000,2021,Ganjil,7,July
20210721,2021-07-21 00:00:00.000,2021,Ganjil,7,July
20210722,2021-07-22 00:00:00.000,2021,Ganjil,7,July
20210723,2021-07-23 00:00:00.000,2021,Ganjil,7,July
20210724,2021-07-24 00:00:00.000,2021,Ganjil,7,July
20210725,2021-07-25 00:00:00.000,2021,Ganjil,7,July
20210726,2021-07-26 00:00:00.000,2021,Ganjil,7,July
20210727,2021-07-27 00:00:00.000,2021,Ganjil,7,July
20210728,2021-07-28 00:00:00.000,2021,Ganjil,7,July
20210729,2021-07-29 00:00:00.000,2021,Ganjil,7,July
20210730,2021-07-30 00:00:00.000,2021,Ganjil,7,July
20210731,2021-07-31 00:00:00.000,2021,Ganjil,7,July
20210801,2021-08-01 00:00:00.000,2021,Ganjil,8,August
20210802,2021-08-02 00:00:00.000,2021,Ganjil,8,August
20210803,2021-08-03 00:00:00.000,2021,Ganjil,8,August
20210804,2021-08-04 00:00:00.000,2021,Ganjil,8,August
20210805,2021-08-05 00:00:00.000,2021,Ganjil,8,August
20210806,2021-08-06 00:00:00.000,2021,Ganjil,8,August
20210807,2021-08-07 00:00:00.000,2021,Ganjil,8,August
20210808,2021-08-08 00:00:00.000,2021,Ganjil,8,August
20210809,2021-08-09 00:00:00.000,2021,Ganjil,8,August
20210810,2021-08-10 00:00:00.000,2021,Ganjil,8,August
20210811,2021-08-11 00:00:00.000,2021,Ganjil,8,August
20210812,2021-08-12 00:00:00.000,2021,Ganjil,8,August
20210813,2021-08-13 00:00:00.000,2021,Ganjil,8,August
20210814,2021-08-14 00:00:00.000,2021,Ganjil,8,August
20210815,2021-08-15 00:00:00.000,2021,Ganjil,8,August
20210816,2021-08-16 00:00:00.000,2021,Ganjil,8,August
20210817,2021-08-17 00:00:00.000,2021,Ganjil,8,August
20210818,2021-08-18 00:00:00.000,2021,Ganjil,8,August
20210819,2021-08-19 00:00:00.000,2021,Ganjil,8,August
20210820,2021-08-20 00:00:00.000,2021,Ganjil,8,August
20210821,2021-08-21 00:00:00.000,2021,Ganjil,8,August
20210822,2021-08-22 00:00:00.000,2021,Ganjil,8,August
20210823,2021-08-23 00:00:00.000,2021,Ganjil,8,August
20210824,2021-08-24 00:00:00.000,2021,Ganjil,8,August
20210825,2021-08-25 00:00:00.000,2021,Ganjil,8,August
20210826,2021-08-26 00:00:00.000,2021,Ganjil,8,August
20210827,2021-08-27 00:00:00.000,2021,Ganjil,8,August
20210828,2021-08-28 00:00:00.000,2021,Ganjil,8,August
20210829,2021-08-29 00:00:00.000,2021,Ganjil,8,August
20210830,2021-08-30 00:00:00.000,2021,Ganjil,8,August
20210831,2021-08-31 00:00:00.000,2021,Ganjil,8,August
20210901,2021-09-01 00:00:00.000,2021,Ganjil,9,September
20210902,2021-09-02 00:00:00.000,2021,Ganjil,9,September
20210903,2021-09-03 00:00:00.000,2021,Ganjil,9,September
20210904,2021-09-04 00:00:00.000,2021,Ganjil,9,September
20210905,2021-09-05 00:00:00.000,2021,Ganjil,9,September
20210906,2021-09-06 00:00:00.000,2021,Ganjil,9,September
20210907,2021-09-07 00:00:00.000,2021,Ganjil,9,September
20210908,2021-09-08 00:00:00.000,2021,Ganjil,9,September
20210909,2021-09-09 00:00:00.000,2021,Ganjil,9,September
20210910,2021-09-10 00:00:00.000,2021,Ganjil,9,September
20210911,2021-09-11 00:00:00.000,2021,Ganjil,9,September
20210912,2021-09-12 00:00:00.000,2021,Ganjil,9,September
20210913,2021-09-13 00:00:00.000,2021,Ganjil,9,September
20210914,2021-09-14 00:00:00.000,2021,Ganjil,9,September
20210915,2021-09-15 00:00:00.000,2021,Ganjil,9,September
20210916,2021-09-16 00:00:00.000,2021,Ganjil,9,September
20210917,2021-09-17 00:00:00.000,2021,Ganjil,9,September
20210918,2021-09-18 00:00:00.000,2021,Ganjil,9,September
20210919,2021-09-19 00:00:00.000,2021,Ganjil,9,September
20210920,2021-09-20 00:00:00.000,2021,Ganjil,9,September
20210921,2021-09-21 00:00:00.000,2021,Ganjil,9,September
20210922,2021-09-22 00:00:00.000,2021,Ganjil,9,September
20210923,2021-09-23 00:00:00.000,2021,Ganjil,9,September
20210924,2021-09-24 00:00:00.000,2021,Ganjil,9,September
20210925,2021-09-25 00:00:00.000,2021,Ganjil,9,September
20210926,2021-09-26 00:00:00.000,2021,Ganjil,9,September
20210927,2021-09-27 00:00:00.000,2021,Ganjil,9,September
20210928,2021-09-28 00:00:00.000,2021,Ganjil,9,September
20210929,2021-09-29 00:00:00.000,2021,Ganjil,9,September
20210930,2021-09-30 00:00:00.000,2021,Ganjil,9,September
20211001,2021-10-01 00:00:00.000,2021,Ganjil,10,October
20211002,2021-10-02 00:00:00.000,2021,Ganjil,10,October
20211003,2021-10-03 00:00:00.000,2021,Ganjil,10,October
20211004,2021-10-04 00:00:00.000,2021,Ganjil,10,October
20211005,2021-10-05 00:00:00.000,2021,Ganjil,10,October
20211006,2021-10-06 00:00:00.000,2021,Ganjil,10,October
20211007,2021-10-07 00:00:00.000,2021,Ganjil,10,October
20211008,2021-10-08 00:00:00.000,2021,Ganjil,10,October
20211009,2021-10-09 00:00:00.000,2021,Ganjil,10,October
20211010,2021-10-10 00:00:00.000,2021,Ganjil,10,October
20211011,2021-10-11 00:00:00.000,2021,Ganjil,10,October
20211012,2021-10-12 00:00:00.000,2021,Ganjil,10,October
20211013,2021-10-13 00:00:00.000,2021,Ganjil,10,October
20211014,2021-10-14 00:00:00.000,2021,Ganjil,10,October
20211015,2021-10-15 00:00:00.000,2021,Ganjil,10,October
20211016,2021-10-16 00:00:00.000,2021,Ganjil,10,October
20211017,2021-10-17 00:00:00.000,2021,Ganjil,10,October
20211018,2021-10-18 00:00:00.000,2021,Ganjil,10,October
20211019,2021-10-19 00:00:00.000,2021,Ganjil,10,October
20211020,2021-10-20 00:00:00.000,2021,Ganjil,10,October
20211021,2021-10-21 00:00:00.000,2021,Ganjil,10,October
20211022,2021-10-22 00:00:00.000,2021,Ganjil,10,October
20211023,2021-10-23 00:00:00.000,2021,Ganjil,10,October
20211024,2021-10-24 00:00:00.000,2021,Ganjil,10,October
20211025,2021-10-25 00:00:00.000,2021,Ganjil,10,October
20211026,2021-10-26 00:00:00.000,2021,Ganjil,10,October
20211027,2021-10-27 00:00:00.000,2021,Ganjil,10,October
20211028,2021-10-28 00:00:00.000,2021,Ganjil,10,October
20211029,2021-10-29 00:00:00.000,2021,Ganjil,10,October
20211030,2021-10-30 00:00:00.000,2021,Ganjil,10,October
20211031,2021-10-31 00:00:00.000,2021,Ganjil,10,October
20211101,2021-11-01 00:00:00.000,2021,Ganjil,11,November
20211102,2021-11-02 00:00:00.000,2021,Ganjil,11,November
20211103,2021-11-03 00:00:00.000,2021,Ganjil,11,November
20211104,2021-11-04 00:00:00.000,2021,Ganjil,11,November
20211105,2021-11-05 00:00:00.000,2021,Ganjil,11,November
20211106,2021-11-06 00:00:00.000,2021,Ganjil,11,November
20211107,2021-11-07 00:00:00.000,2021,Ganjil,11,November
20211108,2021-11-08 00:00:00.000,2021,Ganjil,11,November
20211109,2021-11-09 00:00:00.000,2021,Ganjil,11,November
20211110,2021-11-10 00:00:00.000,2021,Ganjil,11,November
20211111,2021-11-11 00:00:00.000,2021,Ganjil,11,November
20211112,2021-11-12 00:00:00.000,2021,Ganjil,11,November
20211113,2021-11-13 00:00:00.000,2021,Ganjil,11,November
20211114,2021-11-14 00:00:00.000,2021,Ganjil,11,November
20211115,2021-11-15 00:00:00.000,2021,Ganjil,11,November
20211116,2021-11-16 00:00:00.000,2021,Ganjil,11,November
20211117,2021-11-17 00:00:00.000,2021,Ganjil,11,November
20211118,2021-11-18 00:00:00.000,2021,Ganjil,11,November
20211119,2021-11-19 00:00:00.000,2021,Ganjil,11,November
20211120,2021-11-20 00:00:00.000,2021,Ganjil,11,November
20211121,2021-11-21 00:00:00.000,2021,Ganjil,11,November
20211122,2021-11-22 00:00:00.000,2021,Ganjil,11,November
20211123,2021-11-23 00:00:00.000,2021,Ganjil,11,November
20211124,2021-11-24 00:00:00.000,2021,Ganjil,11,November
20211125,2021-11-25 00:00:00.000,2021,Ganjil,11,November
20211126,2021-11-26 00:00:00.000,2021,Ganjil,11,November
20211127,2021-11-27 00:00:00.000,2021,Ganjil,11,November
20211128,2021-11-28 00:00:00.000,2021,Ganjil,11,November
20211129,2021-11-29 00:00:00.000,2021,Ganjil,11,November
20211130,2021-11-30 00:00:00.000,2021,Ganjil,11,November
20211201,2021-12-01 00:00:00.000,2021,Ganjil,12,December
20211202,2021-12-02 00:00:00.000,2021,Ganjil,12,December
20211203,2021-12-03 00:00:00.000,2021,Ganjil,12,December
20211204,2021-12-04 00:00:00.000,2021,Ganjil,12,December
20211205,2021-12-05 00:00:00.000,2021,Ganjil,12,December
20211206,2021-12-06 00:00:00.000,2021,Ganjil,12,December
20211207,2021-12-07 00:00:00.000,2021,Ganjil,12,December
20211208,2021-12-08 00:00:00.000,2021,Ganjil,12,December
20211209,2021-12-09 00:00:00.000,2021,Ganjil,12,December
20211210,2021-12-10 00:00:00.000,2021,Ganjil,12,December
20211211,2021-12-11 00:00:00.000,2021,Ganjil,12,December
20211212,2021-12-12 00:00:00.000,2021,Ganjil,12,December
20211213,2021-12-13 00:00:00.000,2021,Ganjil,12,December
20211214,2021-12-14 00:00:00.000,2021,Ganjil,12,December
20211215,2021-12-15 00:00:00.000,2021,Ganjil,12,December
20211216,2021-12-16 00:00:00.000,2021,Ganjil,12,December
20211217,2021-12-17 00:00:00.000,2021,Ganjil,12,December
20211218,2021-12-18 00:00:00.000,2021,Ganjil,12,December
20211219,2021-12-19 00:00:00.000,2021,Ganjil,12,December
20211220,2021-12-20 00:00:00.000,2021,Ganjil,12,December
20211221,2021-12-21 00:00:00.000,2021,Ganjil,12,December
20211222,2021-12-22 00:00:00.000,2021,Ganjil,12,December
20211223,2021-12-23 00:00:00.000,2021,Ganjil,12,December
20211224,2021-12-24 00:00:00.000,2021,Ganjil,12,December
20211225,2021-12-25 00:00:00.000,2021,Ganjil,12,December
20211226,2021-12-26 00:00:00.000,2021,Ganjil,12,December
20211227,2021-12-27 00:00:00.000,2021,Ganjil,12,December
20211228,2021-12-28 00:00:00.000,2021,Ganjil,12,December
20211229,2021-12-29 00:00:00.000,2021,Ganjil,12,December
20211230,2021-12-30 00:00:00.000,2021,Ganjil,12,December
20211231,2021-12-31 00:00:00.000,2021,Ganjil,12,December
20220101,2022-01-01 00:00:00.000,2022,Genap,1,January
20220102,2022-01-02 00:00:00.000,2022,Genap,1,January
20220103,2022-01-03 00:00:00.000,2022,Genap,1,January
20220104,2022-01-04 00:00:00.000,2022,Genap,1,January
20220105,2022-01-05 00:00:00.000,2022,Genap,1,January
20220106,2022-01-06 00:00:00.000,2022,Genap,1,January
20220107,2022-01-07 00:00:00.000,2022,Genap,1,January
20220108,2022-01-08 00:00:00.000,2022,Genap,1,January
20220109,2022-01-09 00:00:00.000,2022,Genap,1,January
20220110,2022-01-10 00:00:00.000,2022,Genap,1,January
20220111,2022-01-11 00:00:00.000,2022,Genap,1,January
20220112,2022-01-12 00:00:00.000,2022,Genap,1,January
20220113,2022-01-13 00:00:00.000,2022,Genap,1,January
20220114,2022-01-14 00:00:00.000,2022,Genap,1,January
20220115,2022-01-15 00:00:00.000,2022,Genap,1,January
20220116,2022-01-16 00:00:00.000,2022,Genap,1,January
20220117,2022-01-17 00:00:00.000,2022,Genap,1,January
20220118,2022-01-18 00:00:00.000,2022,Genap,1,January
20220119,2022-01-19 00:00:00.000,2022,Genap,1,January
20220120,2022-01-20 00:00:00.000,2022,Genap,1,January
20220121,2022-01-21 00:00:00.000,2022,Genap,1,January
20220122,2022-01-22 00:00:00.000,2022,Genap,1,January
20220123,2022-01-23 00:00:00.000,2022,Genap,1,January
20220124,2022-01-24 00:00:00.000,2022,Genap,1,January
20220125,2022-01-25 00:00:00.000,2022,Genap,1,January
20220126,2022-01-26 00:00:00.000,2022,Genap,1,January
20220127,2022-01-27 00:00:00.000,2022,Genap,1,January
20220128,2022-01-28 00:00:00.000,2022,Genap,1,January
20220129,2022-01-29 00:00:00.000,2022,Genap,1,January
20220130,2022-01-30 00:00:00.000,2022,Genap,1,January
20220131,2022-01-31 00:00:00.000,2022,Genap,1,January
20220201,2022-02-01 00:00:00.000,2022,Genap,2,February
20220202,2022-02-02 00:00:00.000,2022,Genap,2,February
20220203,2022-02-03 00:00:00.000,2022,Genap,2,February
20220204,2022-02-04 00:00:00.000,2022,Genap,2,February
20220205,2022-02-05 00:00:00.000,2022,Genap,2,February
20220206,2022-02-06 00:00:00.000,2022,Genap,2,February
20220207,2022-02-07 00:00:00.000,2022,Genap,2,February
20220208,2022-02-08 00:00:00.000,2022,Genap,2,February
20220209,2022-02-09 00:00:00.000,2022,Genap,2,February
20220210,2022-02-10 00:00:00.000,2022,Genap,2,February
20220211,2022-02-11 00:00:00.000,2022,Genap,2,February
20220212,2022-02-12 00:00:00.000,2022,Genap,2,February
20220213,2022-02-13 00:00:00.000,2022,Genap,2,February
20220214,2022-02-14 00:00:00.000,2022,Genap,2,February
20220215,2022-02-15 00:00:00.000,2022,Genap,2,February
20220216,2022-02-16 00:00:00.000,2022,Genap,2,February
20220217,2022-02-17 00:00:00.000,2022,Genap,2,February
20220218,2022-02-18 00:00:00.000,2022,Genap,2,February
20220219,2022-02-19 00:00:00.000,2022,Genap,2,February
20220220,2022-02-20 00:00:00.000,2022,Genap,2,February
20220221,2022-02-21 00:00:00.000,2022,Genap,2,February
20220222,2022-02-22 00:00:00.000,2022,Genap,2,February
20220223,2022-02-23 00:00:00.000,2022,Genap,2,February
20220224,2022-02-24 00:00:00.000,2022,Genap,2,February
20220225,2022-02-25 00:00:00.000,2022,Genap,2,February
20220226,2022-02-26 00:00:00.000,2022,Genap,2,February
20220227,2022-02-27 00:00:00.000,2022,Genap,2,February
20220228,2022-02-28 00:00:00.000,2022,Genap,2,February
20220301,2022-03-01 00:00:00.000,2022,Genap,3,March
20220302,2022-03-02 00:00:00.000,2022,Genap,3,March
20220303,2022-03-03 00:00:00.000,2022,Genap,3,March
20220304,2022-03-04 00:00:00.000,2022,Genap,3,March
20220305,2022-03-05 00:00:00.000,2022,Genap,3,March
20220306,2022-03-06 00:00:00.000,2022,Genap,3,March
20220307,2022-03-07 00:00:00.000,2022,Genap,3,March
20220308,2022-03-08 00:00:00.000,2022,Genap,3,March
20220309,2022-03-09 00:00:00.000,2022,Genap,3,March
20220310,2022-03-10 00:00:00.000,2022,Genap,3,March
20220311,2022-03-11 00:00:00.000,2022,Genap,3,March
20220312,2022-03-12 00:00:00.000,2022,Genap,3,March
20220313,2022-03-13 00:00:00.000,2022,Genap,3,March
20220314,2022-03-14 00:00:00.000,2022,Genap,3,March
20220315,2022-03-15 00:00:00.000,2022,Genap,3,March
20220316,2022-03-16 00:00:00.000,2022,Genap,3,March
20220317,2022-03-17 00:00:00.000,2022,Genap,3,March
20220318,2022-03-18 00:00:00.000,2022,Genap,3,March
20220319,2022-03-19 00:00:00.000,2022,Genap,3,March
20220320,2022-03-20 00:00:00.000,2022,Genap,3,March
20220321,2022-03-21 00:00:00.000,2022,Genap,3,March
20220322,2022-03-22 00:00:00.000,2022,Genap,3,March
20220323,2022-03-23 00:00:00.000,2022,Genap,3,March
20220324,2022-03-24 00:00:00.000,2022,Genap,3,March
20220325,2022-03-25 00:00:00.000,2022,Genap,3,March
20220326,2022-03-26 00:00:00.000,2022,Genap,3,March
20220327,2022-03-27 00:00:00.000,2022,Genap,3,March
20220328,2022-03-28 00:00:00.000,2022,Genap,3,March
20220329,2022-03-29 00:00:00.000,2022,Genap,3,March
20220330,2022-03-30 00:00:00.000,2022,Genap,3,March
20220331,2022-03-31 00:00:00.000,2022,Genap,3,March
20220401,2022-04-01 00:00:00.000,2022,Genap,4,April
20220402,2022-04-02 00:00:00.000,2022,Genap,4,April
20220403,2022-04-03 00:00:00.000,2022,Genap,4,April
20220404,2022-04-04 00:00:00.000,2022,Genap,4,April
20220405,2022-04-05 00:00:00.000,2022,Genap,4,April
20220406,2022-04-06 00:00:00.000,2022,Genap,4,April
20220407,2022-04-07 00:00:00.000,2022,Genap,4,April
20220408,2022-04-08 00:00:00.000,2022,Genap,4,April
20220409,2022-04-09 00:00:00.000,2022,Genap,4,April
20220410,2022-04-10 00:00:00.000,2022,Genap,4,April
20220411,2022-04-11 00:00:00.000,2022,Genap,4,April
20220412,2022-04-12 00:00:00.000,2022,Genap,4,April
20220413,2022-04-13 00:00:00.000,2022,Genap,4,April
20220414,2022-04-14 00:00:00.000,2022,Genap,4,April
20220415,2022-04-15 00:00:00.000,2022,Genap,4,April
20220416,2022-04-16 00:00:00.000,2022,Genap,4,April
20220417,2022-04-17 00:00:00.000,2022,Genap,4,April
20220418,2022-04-18 00:00:00.000,2022,Genap,4,April
20220419,2022-04-19 00:00:00.000,2022,Genap,4,April
20220420,2022-04-20 00:00:00.000,2022,Genap,4,April
20220421,2022-04-21 00:00:00.000,2022,Genap,4,April
20220422,2022-04-22 00:00:00.000,2022,Genap,4,April
20220423,2022-04-23 00:00:00.000,2022,Genap,4,April
20220424,2022-04-24 00:00:00.000,2022,Genap,4,April
20220425,2022-04-25 00:00:00.000,2022,Genap,4,April
20220426,2022-04-26 00:00:00.000,2022,Genap,4,April
20220427,2022-04-27 00:00:00.000,2022,Genap,4,April
20220428,2022-04-28 00:00:00.000,2022,Genap,4,April
20220429,2022-04-29 00:00:00.000,2022,Genap,4,April
20220430,2022-04-30 00:00:00.000,2022,Genap,4,April
20220501,2022-05-01 00:00:00.000,2022,Genap,5,May
20220502,2022-05-02 00:00:00.000,2022,Genap,5,May
20220503,2022-05-03 00:00:00.000,2022,Genap,5,May
20220504,2022-05-04 00:00:00.000,2022,Genap,5,May
20220505,2022-05-05 00:00:00.000,2022,Genap,5,May
20220506,2022-05-06 00:00:00.000,2022,Genap,5,May
20220507,2022-05-07 00:00:00.000,2022,Genap,5,May
20220508,2022-05-08 00:00:00.000,2022,Genap,5,May
20220509,2022-05-09 00:00:00.000,2022,Genap,5,May
20220510,2022-05-10 00:00:00.000,2022,Genap,5,May
20220511,2022-05-11 00:00:00.000,2022,Genap,5,May
20220512,2022-05-12 00:00:00.000,2022,Genap,5,May
20220513,2022-05-13 00:00:00.000,2022,Genap,5,May
20220514,2022-05-14 00:00:00.000,2022,Genap,5,May
20220515,2022-05-15 00:00:00.000,2022,Genap,5,May
20220516,2022-05-16 00:00:00.000,2022,Genap,5,May
20220517,2022-05-17 00:00:00.000,2022,Genap,5,May
20220518,2022-05-18 00:00:00.000,2022,Genap,5,May
20220519,2022-05-19 00:00:00.000,2022,Genap,5,May
20220520,2022-05-20 00:00:00.000,2022,Genap,5,May
20220521,2022-05-21 00:00:00.000,2022,Genap,5,May
20220522,2022-05-22 00:00:00.000,2022,Genap,5,May
20220523,2022-05-23 00:00:00.000,2022,Genap,5,May
20220524,2022-05-24 00:00:00.000,2022,Genap,5,May
20220525,2022-05-25 00:00:00.000,2022,Genap,5,May
20220526,2022-05-26 00:00:00.000,2022,Genap,5,May
20220527,2022-05-27 00:00:00.000,2022,Genap,5,May
20220528,2022-05-28 00:00:00.000,2022,Genap,5,May
20220529,2022-05-29 00:00:00.000,2022,Genap,5,May
20220530,2022-05-30 00:00:00.000,2022,Genap,5,May
20220531,2022-05-31 00:00:00.000,2022,Genap,5,May
20220601,2022-06-01 00:00:00.000,2022,Genap,6,June
20220602,2022-06-02 00:00:00.000,2022,Genap,6,June
20220603,2022-06-03 00:00:00.000,2022,Genap,6,June
20220604,2022-06-04 00:00:00.000,2022,Genap,6,June
20220605,2022-06-05 00:00:00.000,2022,Genap,6,June
20220606,2022-06-06 00:00:00.000,2022,Genap,6,June
20220607,2022-06-07 00:00:00.000,2022,Genap,6,June
20220608,2022-06-08 00:00:00.000,2022,Genap,6,June
20220609,2022-06-09 00:00:00.000,2022,Genap,6,June
20220610,2022-06-10 00:00:00.000,2022,Genap,6,June
20220611,2022-06-11 00:00:00.000,2022,Genap,6,June
20220612,2022-06-12 00:00:00.000,2022,Genap,6,June
20220613,2022-06-13 00:00:00.000,2022,Genap,6,June
20220614,2022-06-14 00:00:00.000,2022,Genap,6,June
20220615,2022-06-15 00:00:00.000,2022,Genap,6,June
20220616,2022-06-16 00:00:00.000,2022,Genap,6,June
20220617,2022-06-17 00:00:00.000,2022,Genap,6,June
20220618,2022-06-18 00:00:00.000,2022,Genap,6,June
20220619,2022-06-19 00:00:00.000,2022,Genap,6,June
20220620,2022-06-20 00:00:00.000,2022,Genap,6,June
20220621,2022-06-21 00:00:00.000,2022,Genap,6,June
20220622,2022-06-22 00:00:00.000,2022,Genap,6,June
20220623,2022-06-23 00:00:00.000,2022,Genap,6,June
